,title,overview,original_language,popularity,vote_count,vote_average
6502,3 Ninjas Knuckle Up,"Rocky, Colt and TumTum must battle an evil wealthy toxic waste dumper in order to save a local Indian tribe and their friend Joe. The 3 Ninjas must help find Joe's father and find a secret disk that contains evidence that could stop the toxic landfill that is destroying the Indian community. However the town is owned by the rich man and he controls the police and even the mayor. They must fight a motorcycle gang and renegade cowboys in this non-stop ninja adventure.",en,12.698,174,5.1
6503,The Man from Rome,"A computer hacker penetrates Vatican security and sends an urgent anonymous plea to the pope. Handsome Father Quart, of the church's Institute of External Affairs, an arm of the Vatican intelligence, is dispatched to investigate. The message of the hacker concerns a crumbling 17th century Baroque church in the heart of Seville that apparently ""kills to defend itself"".",es,12.381,20,5.0
6504,Scooby-Doo! and KISS: Rock and Roll Mystery,"Get ready to Rock! Scooby-Doo and the Mystery Inc. Gang team up with the one and only KISS in this all-new, out-of-this-world adventure! We join the Gang at KISS World – the all-things-KISS theme park, as they investigate a series of strange hauntings. With help from KISS, they discover that the Crimson Witch has returned to summon The Destroyer from the alternate dimension of Kissteria! The evil duos ghastly plan, to destroy the earth! Can the Gang's cunning and KISS's power of rock save the day?!",en,15.203,272,8.1
6505,Marvel Studios Assembled: The Making of Doctor Strange in the Multiverse of Madness,"Join visionary director Sam Raimi and the cast of the film as they recount their experiences bringing Marvel’s darkest story to life.  From world-building to universe-building, hear first hand accounts from the cast and crew on what it took to design, create and make each universe unique and believable.",en,14.465,32,7.6
6506,Mr. Deeds Goes to Town,"Longfellow Deeds lives in a small town, leading a small town kind of life. When a relative dies and leaves Deeds a fortune, Longfellow moves to the big city where he becomes an instant target for everyone. Deeds outwits them all until Babe Bennett comes along. When small-town boy meets big-city girl anything can, and does, happen.",en,11.199,287,7.5
6507,Snow Buddies,"Dylan Sprouse, Jim Belushi and Kris Kristofferson lend their voices to this family-friendly tale about a feisty pack of golden retriever puppies that embarks on an Alaskan adventure. When they find themselves stranded in the northern wilderness, the canine offspring of famed sports star Air Bud team up with an experienced sled dog and a husky pup, who teach them the importance of working together.",en,12.95,232,6.1
6508,My Favorite Martian,"News producer, Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later, he witnesses the crashing of a small Martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him, the Martian follows him to retrieve it.",en,12.948,263,5.6
6509,The Circle Of Death,"Eccentric late night podcast host, Deadman Dave, takes listeners on a dark journey through four macabre tales of obsession, madness and murder. In 3 To Go, four friends reunite once a year to compare grim stories of untimely death - but, one of them holds an even darker secret. In The Hunter and the Hunted, a rural loner obsessed with catching a monster in the woods chooses his ideal bait - but, the bait has other ideas. In The Dirty Hands Man, a day at the lake on a sprawling estate becomes a waking nightmare for a young man who discovers more about himself than his new girlfriend’s family and friends. And in Perfect, a plastic surgeon meets a mysterious young woman who leads him to an old friend - who's trapped in a house of horrors of his own making. Step inside the Circle Of Death...if you dare.",en,9.35,0,0.0
6510,The Knight of Shadows: Between Yin and Yang,"Pu Songling, a legendary demon hunter, is asked to investigate the mysterious disappearances of young girls from a small village. When he discovers evil forces are kidnapping the girls to feast on their souls, he sets out to save humanity from the inhuman invasion journeying through hidden worlds and colorful dimensions.",zh,18.208,103,5.7
6511,Love Me If You Dare,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",fr,13.448,1664,7.3
6512,Steel Magnolias,"A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship and welcome her into the fold.",en,11.946,574,7.2
6513,The Mystery of Lop Nur,"The film mainly tells about the bizarre cases in the Lop Nur area during the Republic of China. Shi Chuqi, the president of the mysterious incident investigation organization ""Seven Sons"", led the team members to solve the mystery. The film focuses on many mysterious and unresolved events based on elements such as exploring the unknown and revealing the truth. It also adds science fiction elements of ancient space civilization to satisfy the audience's curiosity.",zh,15.076,3,4.7
6514,John and the Hole,"While exploring the neighboring woods, 13-year-old John discovers an unfinished bunker — a deep hole in the ground. Seemingly without provocation, he drugs his affluent parents and older sister and drags their unconscious bodies into the bunker, where he holds them captive. As they anxiously wait for John to free them from the hole, the boy returns home, where he can finally do what he wants.",en,15.764,68,5.8
6515,The Clovehitch Killer,A picture-perfect family is torn apart after Tyler finds a cache of disturbing images in his father's possession. He begins to suspect that the man he trusts most in the world may be responsible for the murder of 13 women ten years prior.,en,15.706,572,6.4
6516,Throne of Blood,"Returning to their lord's castle, samurai warriors Washizu and Miki are waylaid by a spirit who predicts their futures. When the first part of the spirit's prophecy comes true, Washizu's scheming wife, Asaji, presses him to speed up the rest of the spirit's prophecy by murdering his lord and usurping his place. Director Akira Kurosawa's resetting of William Shakespeare's ""Macbeth"" in feudal Japan is one of his most acclaimed films.",ja,14.947,695,8.0
6517,In for a Murder,A stay-at-home mom and avid reader of crime stories discovers the deepest secrets of a small town's residents while investigating a woman's murder.,pl,15.722,161,6.3
6518,The Secret of the Magic Gourd,"When schoolboy  Wang Bao discovers a magical gourd that can instantly grant his every wish, the awkward child suddenly becomes a hero amongst his curious classmates. When the gourd proves more of a burden than a blessing and the boy decides to get rid of it, he quickly discovers that's easier said than done.",zh,17.448,101,7.4
6519,Baby: Secret of the Lost Legend,"A paleontologist and her husband discover a mother and baby brontosaurus in Africa, and try to protect them from hunters who want to capture them.",en,8.784,59,5.3
6520,The Land Before Time III: The Time of the Great Giving,"When a sudden shortage of water threatens all life in the great valley, The gang of young dinosaur must cooperate with a group of bullies to make a risky journey outside the valley and find the cause.",en,11.696,342,6.2
6521,Chor Nikal Ke Bhaga,A flight attendant and her boyfriend must steal a cache of diamonds to clear an old debt — but the plan spins into a mayhem when the plane gets hijacked.,hi,17.288,78,7.0
6522,Adore,"Lil and Roz are two lifelong friends, having grown up together as neighbors in an idyllic beach town. As adults, their sons have developed a friendship as strong as that which binds their mothers. One summer, all four are confronted by simmering emotions that have been mounting between them, and each find unexpected happiness in relationships that cross the bounds of convention.",en,12.7,883,6.1
6523,My Little Pony: Equestria Girls: Friendship Games,"Canterlot High meets its rival school, Crystal Prep Academy, in a competition that’s a long-standing tradition – The Friendship Games. Sunset Shimmer is tasked with keeping magic out of the games to avoid the appearance of impropriety while she and her friends compete against Crystal Prep’s top students led by someone with an equal amount of interest in Equestrian magic – this world’s TWILIGHT SPARKLE.",en,15.802,95,7.4
